text,cleaned_text,rating,sentiment_label,tokens_word,tokens_subword
"Tuyệt vời giá rẻ độ mềm Okon: làm rõ, giải thích thêm prestigious (adj): uy tín Anxiously (Trạng từ): một cách lo lắng, nóng lòng","tuyệt_vời giá rẻ_độ mềm_okon làm rõ , giải_thích thêm prestigious adj uy_tín anxiously_trạng từ một_cách lo_lắng , nóng_lòng",5,tích cực,"tuyệt_vời giá rẻ_độ mềm_okon làm rõ , giải_thích thêm prestigious adj uy_tín anxiously_trạng từ một_cách lo_lắng , nóng_lòng","tuyệt_vời giá rẻ_@@ độ mềm_@@ ok@@ on làm rõ , giải_thích thêm pres@@ ti@@ gi@@ ous ad@@ j uy_tín an@@ xi@@ ous@@ ly@@ _trạng từ một_cách lo_lắng , nóng_lòng"
"Kích thước gói tiện lợi, Nhẹ nhàng trên da, Cảm giác mềm mại và sang trọng,","kích_thước gói tiện_lợi , nhẹ_nhàng trên da , cảm_giác mềm_mại và sang_trọng ,",5,tích cực,"kích_thước gói tiện_lợi , nhẹ_nhàng trên da , cảm_giác mềm_mại và sang_trọng ,","kích_thước gói tiện_lợi , nhẹ_nhàng trên da , cảm_giác mềm_mại và sang_trọng ,"
SIÊU SALE ĐẠI LỄ KHĂN GIẤY LỤA ĐA NĂNG PREMIER VinaTissue 2 lớp x 280 tờ,siêu sale đại_lễ khăn giấy_lụa đa_năng premier vinatissue 2 lớp x 280 tờ,5,tích cực,siêu sale đại_lễ khăn giấy_lụa đa_năng premier vinatissue 2 lớp x 280 tờ,siêu sale đại_lễ khăn giấy_@@ lụa đa_năng pre@@ mi@@ er vin@@ ati@@ s@@ su@@ e 2 lớp x 280 tờ
"Cảm giác mềm mại và sang trọng, Nhẹ nhàng trên da, Thân thiện với môi trường và bền vững, Khăn giấy chất lượng cao, Kích thước gói tiện lợi,","cảm_giác mềm_mại và sang_trọng , nhẹ_nhàng trên da , thân_thiện với môi_trường và bền_vững , khăn giấy chất_lượng lượng cao , kích_thước gói tiện_lợi ,",5,tích cực,"cảm_giác mềm_mại và sang_trọng , nhẹ_nhàng trên da , thân_thiện với môi_trường và bền_vững , khăn giấy chất_lượng_lượng cao , kích_thước gói tiện_lợi ,","cảm_giác mềm_mại và sang_trọng , nhẹ_nhàng trên da , thân_thiện với môi_trường và bền_vững , khăn giấy chất_lượng lượng cao , kích_thước gói tiện_lợi ,"
"Cảm giác mềm mại và sang trọng, Thiết kế đẹp mắt,","cảm_giác mềm_mại và sang_trọng , thiết_kế đẹp_mắt ,",5,tích cực,"cảm_giác mềm_mại và sang_trọng , thiết_kế đẹp_mắt ,","cảm_giác mềm_mại và sang_trọng , thiết_kế đẹp_mắt ,"
"Giao hàng nhanh, đóng gói cẩn thận, hình ảnh mang tính chất nhận xu","giao hàng nhanh , đóng_gói cẩn_thận , hình_ảnh mang tính_chất_lượng nhận xu",5,tích cực,"giao hàng nhanh , đóng_gói cẩn_thận , hình_ảnh mang tính_chất_lượng nhận xu","giao hàng nhanh , đóng_gói cẩn_thận , hình_ảnh mang tính_@@ chất_lượng nhận xu"
"Hàng mall nên yên tâm về chất lượng, giấy hiệu này mình đã mua rất nhiều lần, giấy dai và mịn, không bụi, tiện sử dụng được mua trừ xu nên góa hời","hàng mall nên yên_tâm về chất_lượng lượng , giấy_hiệu này mình đã mua rất nhiều lần , giấy_dai và mịn , không bụi , tiện sử_dụng được mua trừ xu nên góa hời",5,tích cực,"hàng mall nên yên_tâm về chất_lượng_lượng , giấy_hiệu này mình đã mua rất nhiều lần , giấy_dai và mịn , không bụi , tiện sử_dụng được mua trừ xu nên góa hời","hàng m@@ all nên yên_tâm về chất_lượng lượng , giấy_@@ hiệu này mình đã mua rất nhiều lần , giấy_@@ dai và mịn , không bụi , tiện sử_dụng được mua trừ xu nên gó@@ a hời"
"nhận hàng nhanh, đã mua shop nhiều lần. hình ảnh mang tính chất nhận xu.","nhận hàng nhanh , đã mua shop nhiều lần . hình_ảnh mang tính_chất_lượng nhận xu .",5,tích cực,"nhận hàng nhanh , đã mua shop nhiều lần . hình_ảnh mang tính_chất_lượng nhận xu .","nhận hàng nhanh , đã mua shop nhiều lần . hình_ảnh mang tính_@@ chất_lượng nhận xu ."
Giá rẻ 12 cục chỉ có 100.000 thôi nhé hồi xưa mua tới 1rưỡi luôn giờ đợi sang mua thì ok xài ổn,giá rẻ 12 cục chỉ có 100.000 thôi nhé hồi xưa mua tới 1 rưỡi luôn giờ đợi sang mua thì ok dùng ổn,5,tích cực,giá rẻ 12 cục chỉ có 100.000 thôi nhé hồi xưa mua tới 1 rưỡi luôn giờ đợi sang mua thì ok dùng ổn,giá rẻ 12 cục chỉ có 100.000 thôi nhé hồi xưa mua tới 1 rưỡi luôn giờ đợi sang mua thì ok dùng ổn
"Nhận hàng đúng hạn, đủ số lượng. Chất lượng oke. Đang canh sale săn tiếp vì giá hời","nhận hàng đúng hạn , đủ số_lượng . chất_lượng lượng oke . đang canh sale săn tiếp vì giá hời",5,tích cực,"nhận hàng đúng hạn , đủ số_lượng . chất_lượng lượng oke . đang canh sale săn tiếp vì giá hời","nhận hàng đúng hạn , đủ số_lượng . chất_lượng lượng o@@ ke . đang canh sale săn tiếp vì giá hời"
Dày dặn mà to lắm ấy 6 bịch không biết dùng đến bao giờ mua sale có 8 mấy k 6 bịch,dày dặn mà to lắm ấy 6 bịch không biết dùng đến bao_giờ mua sale có 8 mấy không 6 bịch,5,tích cực,dày dặn mà to lắm ấy 6 bịch không biết dùng đến bao_giờ mua sale có 8 mấy không 6 bịch,dày dặn mà to lắm ấy 6 bịch không biết dùng đến bao_giờ mua sale có 8 mấy không 6 bịch
"Convenient packaging, Perfect for everyday use, Premium quality Premium quality Premium quality","convenient packaging , perfect for everyday use , premium quality premium quality premium quality",5,tích cực,"convenient packaging , perfect for everyday use , premium quality premium quality premium quality","con@@ ven@@ i@@ ent p@@ ack@@ a@@ ging , per@@ f@@ ect for ever@@ y@@ day use , pre@@ mium qu@@ ality pre@@ mium qu@@ ality pre@@ mium qu@@ ality"
giấy chắc dai,giấy chắc dai,5,tích cực,giấy chắc dai,giấy chắc dai
"Cảm giác mềm mại và sang trọng, Thiết kế đẹp mắt, Kích thước gói tiện lợi, Đã mua lại nhiều lần để dùng hàng ngày","cảm_giác mềm_mại và sang_trọng , thiết_kế đẹp_mắt , kích_thước gói tiện_lợi , đã mua lại nhiều lần để dùng hàng ngày",5,tích cực,"cảm_giác mềm_mại và sang_trọng , thiết_kế đẹp_mắt , kích_thước gói tiện_lợi , đã mua lại nhiều lần để dùng hàng ngày","cảm_giác mềm_mại và sang_trọng , thiết_kế đẹp_mắt , kích_thước gói tiện_lợi , đã mua lại nhiều lần để dùng hàng ngày"
"Độ bền đáng tin cậy, Giấy bền, Giữ tốt, Chắc chắn và bền,","độ bền_đáng tin_cậy , giấy bền , giữ tốt , chắc_chắn và bền ,",5,tích cực,"độ bền_đáng tin_cậy , giấy bền , giữ tốt , chắc_chắn và bền ,","độ bề@@ n_đ@@ áng tin_cậy , giấy bền , giữ tốt , chắc_chắn và bền ,"
dai tốt,dai tốt,5,tích cực,dai tốt,dai tốt
"Giá trị tuyệt vời cho số tiền bỏ ra, Khăn giấy chất lượng cao, giấy mịn","giá_trị tuyệt_vời cho số tiền bỏ ra , khăn giấy chất_lượng lượng cao , giấy mịn",5,tích cực,"giá_trị tuyệt_vời cho số tiền bỏ ra , khăn giấy chất_lượng_lượng cao , giấy mịn","giá_trị tuyệt_vời cho số tiền bỏ ra , khăn giấy chất_lượng lượng cao , giấy mịn"
"Hoàn hảo cho việc sử dụng hàng ngày, Khăn giấy chất lượng cao, Giá trị tuyệt vời cho số tiền bỏ ra, Thiết kế đẹp mắt,","hoàn_hảo cho việc sử_dụng hàng ngày , khăn giấy chất_lượng lượng cao , giá_trị tuyệt_vời cho số tiền bỏ ra , thiết_kế đẹp_mắt ,",5,tích cực,"hoàn_hảo cho việc sử_dụng hàng ngày , khăn giấy chất_lượng_lượng cao , giá_trị tuyệt_vời cho số tiền bỏ ra , thiết_kế đẹp_mắt ,","hoàn_hảo cho việc sử_dụng hàng ngày , khăn giấy chất_lượng lượng cao , giá_trị tuyệt_vời cho số tiền bỏ ra , thiết_kế đẹp_mắt ,"
"Nhẹ nhàng trên da, Kích thước gói tiện lợi, Lâu dài và bền, Cảm giác mềm mại và sang trọng, Kích thước gói tiện lợi, Nhẹ nhàng trên da,","nhẹ_nhàng trên da , kích_thước gói tiện_lợi , lâu_dài và bền , cảm_giác mềm_mại và sang_trọng , kích_thước gói tiện_lợi , nhẹ_nhàng trên da ,",5,tích cực,"nhẹ_nhàng trên da , kích_thước gói tiện_lợi , lâu_dài và bền , cảm_giác mềm_mại và sang_trọng , kích_thước gói tiện_lợi , nhẹ_nhàng trên da ,","nhẹ_nhàng trên da , kích_thước gói tiện_lợi , lâu_dài và bền , cảm_giác mềm_mại và sang_trọng , kích_thước gói tiện_lợi , nhẹ_nhàng trên da ,"
"Giáy rút của Vina là ok nhất, mềm vừa nịn da Săn sale giá tốt Gói rất kỹ hàng luôn, rất ok Mua nhìu lần lắm rồi cứ săn miết thoaiii","giáy rút của vina là ok nhất , mềm vừa nịn da săn sale giá tốt_gói rất kỹ hàng luôn , rất ok mua nhìu lần lắm rồi cứ săn miết thoai",5,tích cực,"giáy rút của vina là ok nhất , mềm vừa nịn da săn sale giá tốt_gói rất kỹ hàng luôn , rất ok mua nhìu lần lắm rồi cứ săn miết thoai","giá@@ y rút của vina là ok nhất , mềm vừa n@@ ịn da săn sale giá tốt_@@ gói rất kỹ hàng luôn , rất ok mua nh@@ ìu lần lắm rồi cứ săn miết tho@@ ai"
"Thân thiện với môi trường và bền vững, Cảm giác mềm mại và sang trọng, Thiết kế đẹp mắt, Khăn giấy chất lượng cao,","thân_thiện với môi_trường và bền_vững , cảm_giác mềm_mại và sang_trọng , thiết_kế đẹp_mắt , khăn giấy chất_lượng lượng cao ,",5,tích cực,"thân_thiện với môi_trường và bền_vững , cảm_giác mềm_mại và sang_trọng , thiết_kế_đẹp_mắt , khăn giấy chất_lượng_lượng cao ,","thân_thiện với môi_trường và bền_vững , cảm_giác mềm_mại và sang_trọng , thiết_kế đẹp_mắt , khăn giấy chất_lượng lượng cao ,"
"Hoàn hảo cho việc sử dụng hàng ngày,","hoàn_hảo cho việc sử_dụng hàng ngày ,",5,tích cực,"hoàn_hảo cho việc sử_dụng hàng ngày ,","hoàn_hảo cho việc sử_dụng hàng ngày ,"
ok giấy chất lượng,ok giấy chất_lượng lượng,5,tích cực,ok giấy chất_lượng lượng,ok giấy chất_lượng lượng
"Săn sale giá rẻ, giấy dai nhưng hơi mỏng, nói chung ok lắm nha","săn sale giá rẻ , giấy_dai nhưng hơi mỏng , nói_chung ok lắm nha",5,tích cực,"săn sale giá rẻ , giấy_dai nhưng hơi mỏng , nói_chung_ok lắm nha","săn sale giá rẻ , giấy_@@ dai nhưng hơi mỏng , nói_chung ok lắm nha"
Giao hàng nhanh chónggg. Giá rẻ hơn mua ở shop. Sẽ ủng hộ thêm.,giao hàng nhanh_chóng . giá rẻ hơn mua ở shop . sẽ ủng_hộ thêm .,5,tích cực,giao hàng nhanh_chóng . giá rẻ hơn mua ở shop . sẽ ủng_hộ thêm .,giao hàng nhanh_chóng . giá rẻ hơn mua ở shop . sẽ ủng_hộ thêm .
"Thiết kế đẹp mắt, Hoàn hảo cho việc sử dụng hàng ngày,","thiết_kế đẹp_mắt , hoàn_hảo cho việc sử_dụng hàng ngày ,",5,tích cực,"thiết_kế đẹp_mắt , hoàn_hảo cho việc sử_dụng hàng ngày ,","thiết_kế đẹp_mắt , hoàn_hảo cho việc sử_dụng hàng ngày ,"
"[MUA 5 TẶNG 1] Khăn giấy lụa, khăn đa năng PREMIER VinaTissue 2 lớp 100% bột giấy nguyên sinh, không chất tẩy 280 tờ","mua 5 tặng 1 khăn giấy_lụa , khăn đa_năng premier vinatissue 2 lớp 100 bột giấy nguyên_sinh , không chất_lượng tẩy 280 tờ",5,tích cực,"mua 5 tặng 1 khăn giấy_lụa , khăn đa_năng premier vinatissue 2 lớp 100 bột giấy nguyên_sinh , không chất_lượng_tẩy 280 tờ","mua 5 tặng 1 khăn giấy_@@ lụa , khăn đa_năng pre@@ mi@@ er vin@@ ati@@ s@@ su@@ e 2 lớp 100 bột giấy nguyên_sinh , không chất_lượng tẩy 280 tờ"
"Giấy có thương hiệu, thấm và dai. Giá hạt dẻ do mua ngày trợ giá sâu cùng với cho áp nhiều xu. Tính ra 1 bịch 280 tờ như này có đâu đó hơn 10k, quá ưng. Xin cảm ơn.","giấy có thương_hiệu , thấm và dai . giá hạt_dẻ do mua ngày trợ_giá sâu cùng với cho áp nhiều xu . tính ra 1 bịch 280 tờ như này có đâu_đó hơn 10 k , quá ưng . xin cảm_ơn .",5,tích cực,"giấy có thương_hiệu , thấm và dai . giá hạt_dẻ do mua ngày trợ_giá sâu cùng với cho áp nhiều xu . tính ra 1 bịch 280 tờ như này có đâu_đó hơn 10 k , quá ưng . xin cảm_ơn .","giấy có thương_hiệu , thấm và dai . giá hạt_dẻ do mua ngày trợ_giá sâu cùng với cho áp nhiều xu . tính ra 1 bịch 280 tờ như này có đâu_đó hơn 10 k , quá ưng . xin cảm_ơn ."
sản phẩm đúng với mô tả giá thành hợp lý độ bền thì chưa biết thế nào tạm cho shop 5 sao hình ảnh và video mang tính chất nhận xu,sản_phẩm đúng với mô_tả giá_thành hợp_lý độ bền thì chưa biết thế_nào tạm cho shop 5 sao hình_ảnh và video mang tính_chất_lượng nhận xu,5,tích cực,sản_phẩm đúng với mô_tả giá_thành hợp_lý_độ bền thì chưa biết thế_nào tạm cho shop 5 sao hình_ảnh và video mang tính_chất_lượng nhận xu,sản_phẩm đúng với mô_tả giá_thành hợp_lý độ bền thì chưa biết thế_nào tạm cho shop 5 sao hình_ảnh và video mang tính_@@ chất_lượng nhận xu
sản phẩm đúng với mô tả giá thành hợp lý độ bền thì chưa biết thế nào tạm cho shop 5 sao hình ảnh và video mang tính chất nhận xusản phẩm đúng với mô tả giá thành hợp lý độ bền thì chưa biết thế nào tạm cho shop 5 sao hình ảnh và video mang tính chất nhận xu,sản_phẩm đúng với mô_tả giá_thành hợp_lý độ bền thì chưa biết thế_nào tạm cho shop 5 sao hình_ảnh và video mang tính_chất_lượng nhận xusản_phẩm đúng với mô_tả giá_thành hợp_lý độ bền thì chưa biết thế_nào tạm cho shop 5 sao hình_ảnh và video mang tính_chất_lượng nhận xu,5,tích cực,sản_phẩm đúng với mô_tả giá_thành hợp_lý_độ bền thì chưa biết thế_nào tạm cho shop 5 sao hình_ảnh và video mang tính_chất_lượng nhận xusản_phẩm đúng với mô_tả giá_thành hợp_lý_độ bền thì chưa biết thế_nào tạm cho shop 5 sao hình_ảnh và video mang tính_chất_lượng nhận xu,sản_phẩm đúng với mô_tả giá_thành hợp_lý độ bền thì chưa biết thế_nào tạm cho shop 5 sao hình_ảnh và video mang tính_@@ chất_lượng nhận xu@@ sản_phẩm đúng với mô_tả giá_thành hợp_lý độ bền thì chưa biết thế_nào tạm cho shop 5 sao hình_ảnh và video mang tính_@@ chất_lượng nhận xu
"Cảm giác mềm mại và sang trọng, Lâu dài và bền, Hoàn hảo cho việc sử dụng hàng ngày, giao hàng nhanh chóng","cảm_giác mềm_mại và sang_trọng , lâu_dài và bền , hoàn_hảo cho việc sử_dụng hàng ngày , giao hàng nhanh_chóng",5,tích cực,"cảm_giác mềm_mại và sang_trọng , lâu_dài và bền , hoàn_hảo cho việc sử_dụng hàng ngày , giao hàng nhanh_chóng","cảm_giác mềm_mại và sang_trọng , lâu_dài và bền , hoàn_hảo cho việc sử_dụng hàng ngày , giao hàng nhanh_chóng"
"Cảm giác mềm mại và sang trọng, Hoàn hảo cho việc sử dụng hàng ngày, Bao bì tiện lợi, săn sale giá rẻ, shop giao hàng nhanh, giấy ko bị bở khi thấm nước","cảm_giác mềm_mại và sang_trọng , hoàn_hảo cho việc sử_dụng hàng ngày , bao_bì tiện_lợi , săn sale giá rẻ , shop giao hàng nhanh , giấy không bị bở khi thấm nước",5,tích cực,"cảm_giác mềm_mại và sang_trọng , hoàn_hảo cho việc sử_dụng hàng ngày , bao_bì_tiện_lợi , săn sale giá rẻ , shop giao hàng nhanh , giấy không bị bở khi thấm nước","cảm_giác mềm_mại và sang_trọng , hoàn_hảo cho việc sử_dụng hàng ngày , bao_bì tiện_lợi , săn sale giá rẻ , shop giao hàng nhanh , giấy không bị bở khi thấm nước"
"Hoàn hảo cho việc sử dụng hàng ngày, Thân thiện với môi trường và bền vững, Cảm giác mềm mại và sang trọng Mình mua của shop nhiều lần, giá rất tốt so mua cửa hàng nha, lại đóng gói giao hàng siêu nhanh. Mình mới đặt sáng hôm qua 👍 Giấy mềm, mịn, dai, giá lại rất tiết kiệm, thay vào các hộp giấy, sang và tiện dụng nha Cảm ơn shop, mình sẽ quay lại 👍","hoàn_hảo cho việc sử_dụng hàng ngày , thân_thiện với môi_trường và bền_vững , cảm_giác mềm_mại và sang_trọng mình mua của shop nhiều lần , giá rất tốt so mua cửa_hàng nha , lại đóng_gói giao hàng siêu nhanh . mình mới đặt sáng hôm_qua tốt giấy mềm , mịn , dai , giá lại rất tiết_kiệm , thay vào các hộp giấy , sang và tiện_dụng nha cảm_ơn shop , mình sẽ quay lại tốt",5,tích cực,"hoàn_hảo cho việc sử_dụng hàng ngày , thân_thiện với môi_trường và bền_vững , cảm_giác mềm_mại và sang_trọng mình mua của shop nhiều lần , giá rất tốt so mua cửa_hàng_nha , lại đóng_gói giao hàng siêu nhanh . mình mới đặt sáng hôm_qua tốt giấy mềm , mịn , dai , giá lại rất tiết_kiệm , thay vào các hộp giấy , sang và tiện_dụng_nha cảm_ơn_shop , mình sẽ quay lại tốt","hoàn_hảo cho việc sử_dụng hàng ngày , thân_thiện với môi_trường và bền_vững , cảm_giác mềm_mại và sang_trọng mình mua của shop nhiều lần , giá rất tốt so mua cửa_hàng nha , lại đóng_gói giao hàng siêu nhanh . mình mới đặt sáng hôm_qua tốt giấy mềm , mịn , dai , giá lại rất tiết_kiệm , thay vào các hộp giấy , sang và tiện_dụng nha cảm_ơn shop , mình sẽ quay lại tốt"
"Săn sale được giá rẻ mà nhận hàng ưng hết sức. Giasi dai mềm mịn mà thích lắm, hết mình lại mua tiếp","săn sale được giá rẻ mà nhận hàng ưng hết_sức . giasi dai_mềm mịn mà thích lắm , hết_mình lại mua tiếp",5,tích cực,"săn sale được giá rẻ mà nhận hàng ưng hết_sức . giasi dai_mềm mịn mà thích lắm , hết_mình lại mua tiếp","săn sale được giá rẻ mà nhận hàng ưng hết_sức . gi@@ asi d@@ ai_@@ mềm mịn mà thích lắm , hết_mình lại mua tiếp"
"Hàng giao nhanh hơn dự kiến , đóng gói cẩn thận . Giấy vinatissu thì tốt nhất rồi , mua săn sale nên giá cũng rẻ hơn nhiều . Sẽ ủng hộ tiếp khi cần thiết","hàng giao nhanh hơn dự_kiến , đóng_gói cẩn_thận . giấy vinatissu thì tốt nhất rồi , mua săn sale nên giá cũng rẻ hơn nhiều . sẽ ủng_hộ tiếp khi cần_thiết",5,tích cực,"hàng giao nhanh hơn dự_kiến , đóng_gói cẩn_thận . giấy vinatissu thì tốt nhất rồi , mua săn sale nên giá cũng rẻ hơn nhiều . sẽ ủng_hộ tiếp khi cần_thiết","hàng giao nhanh hơn dự_kiến , đóng_gói cẩn_thận . giấy vin@@ ati@@ s@@ su thì tốt nhất rồi , mua săn sale nên giá cũng rẻ hơn nhiều . sẽ ủng_hộ tiếp khi cần_thiết"
giấy rất mịn và mềm nha mọi ngừoi,giấy rất mịn và mềm_nha mọi ngừoi,5,tích cực,giấy rất mịn và mềm_nha mọi ngừoi,giấy rất mịn và mềm_@@ nha mọi ng@@ ừ@@ oi
"mình mua rất nhìu lần lắm, săn dc giá rẻ, chất lượng xài rất ổn nha, mọi người nên mua nhé, dùng hết lại mua tios nha, cam on shop","mình mua rất nhìu lần lắm , săn được giá rẻ , chất_lượng lượng dùng rất ổn_nha , mọi người nên mua nhé , dùng hết lại mua tios_nha , cam_on shop",5,tích cực,"mình mua rất nhìu lần lắm , săn được giá rẻ , chất_lượng_lượng dùng rất ổn_nha , mọi người nên mua nhé , dùng hết lại mua tios_nha , cam_on shop","mình mua rất nh@@ ìu lần lắm , săn được giá rẻ , chất_lượng lượng dùng rất ổn_@@ nha , mọi người nên mua nhé , dùng hết lại mua ti@@ os@@ _nh@@ a , cam_@@ on shop"
"Nhẹ nhàng trên da, Hoàn hảo cho việc sử dụng hàng ngày, mua lốc khăn giấy rút gồm sáu bịch to giá hơn sáu mươi nghìn một lốc","nhẹ_nhàng trên da , hoàn_hảo cho việc sử_dụng hàng ngày , mua lốc khăn giấy rút gồm sáu bịch to_giá hơn sáu mươi nghìn một lốc",5,tích cực,"nhẹ_nhàng trên da , hoàn_hảo cho việc sử_dụng hàng ngày , mua lốc khăn giấy rút gồm sáu bịch to_giá hơn sáu mươi nghìn một lốc","nhẹ_nhàng trên da , hoàn_hảo cho việc sử_dụng hàng ngày , mua lốc khăn giấy rút gồm sáu bịch to_@@ giá hơn sáu mươi nghìn một lốc"
"Thân thiện với môi trường và bền vững, Hoàn hảo cho việc sử dụng hàng ngày, Giá trị tuyệt vời cho số tiền bỏ ra, Giá trị tuyệt vời cho số tiền bỏ ra, Cảm giác mềm mại và sang trọng, Khăn giấy chất lượng cao,","thân_thiện với môi_trường và bền_vững , hoàn_hảo cho việc sử_dụng hàng ngày , giá_trị tuyệt_vời cho số tiền bỏ ra , giá_trị tuyệt_vời cho số tiền bỏ ra , cảm_giác mềm_mại và sang_trọng , khăn giấy chất_lượng lượng cao ,",5,tích cực,"thân_thiện với môi_trường và bền_vững , hoàn_hảo cho việc sử_dụng hàng ngày , giá_trị tuyệt_vời cho số tiền bỏ ra , giá_trị tuyệt_vời cho số tiền bỏ ra , cảm_giác mềm_mại và sang_trọng , khăn giấy chất_lượng_lượng cao ,","thân_thiện với môi_trường và bền_vững , hoàn_hảo cho việc sử_dụng hàng ngày , giá_trị tuyệt_vời cho số tiền bỏ ra , giá_trị tuyệt_vời cho số tiền bỏ ra , cảm_giác mềm_mại và sang_trọng , khăn giấy chất_lượng lượng cao ,"
Khăn giấy lụa dùng ok lắm nha. Mua giá sale hời lắm mua để dành mà sài,khăn giấy lụa dùng ok lắm nha . mua giá sale hời lắm mua để_dành mà dùng,5,tích cực,khăn giấy lụa dùng ok lắm nha . mua giá sale hời lắm mua để_dành mà dùng,khăn giấy lụa dùng ok lắm nha . mua giá sale hời lắm mua để_dành mà dùng
"Thân thiện với môi trường và bền vững, Nhẹ nhàng trên da, Lâu dài và bền,","thân_thiện với môi_trường và bền_vững , nhẹ_nhàng trên da , lâu_dài và bền ,",5,tích cực,"thân_thiện với môi_trường và bền_vững , nhẹ_nhàng trên da , lâu_dài và bền ,","thân_thiện với môi_trường và bền_vững , nhẹ_nhàng trên da , lâu_dài và bền ,"
Rẻ hơn trong siêu thị nhiều lắm luôn đó giao hàng tận nơi còn không mất phí,rẻ hơn trong siêu_thị nhiều lắm luôn đó giao hàng tận nơi còn không mất phí,5,tích cực,rẻ hơn trong siêu_thị nhiều lắm luôn đó giao hàng tận nơi còn không mất phí,rẻ hơn trong siêu_thị nhiều lắm luôn đó giao hàng tận nơi còn không mất phí
"tốtCảm giác mềm mại và sang trọng, Thân thiện với môi trường và bền vững, Thiết kế đẹp mắt,","tốtcảm_giác mềm_mại và sang_trọng , thân_thiện với môi_trường và bền_vững , thiết_kế đẹp_mắt ,",5,tích cực,"tốtcảm_giác mềm_mại và sang_trọng , thân_thiện với môi_trường và bền_vững , thiết_kế đẹp_mắt ,","tố@@ t@@ cảm_giác mềm_mại và sang_trọng , thân_thiện với môi_trường và bền_vững , thiết_kế đẹp_mắt ,"
"giấy mềm mịn, dùng thích","giấy mềm mịn , dùng thích",5,tích cực,"giấy mềm mịn , dùng thích","giấy mềm mịn , dùng thích"
"Kích thước gói tiện lợi, Nhẹ nhàng trên da, Thiết kế đẹp mắt, Hoàn hảo cho việc sử dụng hàng ngày, Bao bì tiện lợi, Lâu dài và bền,","kích_thước gói tiện_lợi , nhẹ_nhàng trên da , thiết_kế đẹp_mắt , hoàn_hảo cho việc sử_dụng hàng ngày , bao_bì tiện_lợi , lâu_dài và bền ,",5,tích cực,"kích_thước gói tiện_lợi , nhẹ_nhàng trên da , thiết_kế đẹp_mắt , hoàn_hảo cho việc sử_dụng hàng ngày , bao_bì tiện_lợi , lâu_dài và bền ,","kích_thước gói tiện_lợi , nhẹ_nhàng trên da , thiết_kế đẹp_mắt , hoàn_hảo cho việc sử_dụng hàng ngày , bao_bì tiện_lợi , lâu_dài và bền ,"
"Đã mua giấy này nhiều lần của shop, xài rất tốt, giấy dai và mịn.","đã mua giấy này nhiều lần của shop , dùng rất tốt , giấy_dai và mịn .",5,tích cực,"đã mua giấy này nhiều lần của shop , dùng rất tốt , giấy_dai và mịn .","đã mua giấy này nhiều lần của shop , dùng rất tốt , giấy_@@ dai và mịn ."
"Hoàn hảo cho việc sử dụng hàng ngày, Khăn giấy chất lượng cao, Thân thiện với môi trường và bền vững, giao nhanh giá rẻ","hoàn_hảo cho việc sử_dụng hàng ngày , khăn giấy chất_lượng lượng cao , thân_thiện với môi_trường và bền_vững , giao nhanh giá rẻ",5,tích cực,"hoàn_hảo cho việc sử_dụng hàng ngày , khăn giấy chất_lượng_lượng cao , thân_thiện với môi_trường và bền_vững , giao nhanh giá rẻ","hoàn_hảo cho việc sử_dụng hàng ngày , khăn giấy chất_lượng lượng cao , thân_thiện với môi_trường và bền_vững , giao nhanh giá rẻ"
"Sp đúng như mô tả, săn sale trên laz rẻ hơn mua ở st chút, chất lượng ok","sp đúng như mô_tả , săn sale trên lazada rẻ hơn mua ở siêu_thị chút , chất_lượng lượng ok",5,tích cực,"sp đúng như mô_tả , săn sale trên lazada rẻ hơn mua ở siêu_thị chút , chất_lượng_lượng ok","sp đúng như mô_tả , săn sale trên la@@ z@@ ada rẻ hơn mua ở siêu_thị chút , chất_lượng lượng ok"
"Kích thước gói tiện lợi, Cảm giác mềm mại và sang trọng,","kích_thước gói tiện_lợi , cảm_giác mềm_mại và sang_trọng ,",5,tích cực,"kích_thước gói tiện_lợi , cảm_giác mềm_mại và sang_trọng ,","kích_thước gói tiện_lợi , cảm_giác mềm_mại và sang_trọng ,"
Giấy rất tốt. Không mùi. Shop giao hàng nhanh đóng gói cực kỳ cẩn thận. Mua giá sale quá rẻ nữa chứ. Cực kỳ hài lòng,giấy rất tốt . không mùi . shop giao hàng nhanh đóng_gói cực_kỳ cẩn_thận . mua giá sale quá rẻ nữa chứ . cực_kỳ hài_lòng,5,tích cực,giấy rất tốt . không mùi . shop giao hàng nhanh đóng_gói cực_kỳ cẩn_thận . mua giá sale quá rẻ nữa chứ . cực_kỳ hài_lòng,giấy rất tốt . không mùi . shop giao hàng nhanh đóng_gói cực_kỳ cẩn_thận . mua giá sale quá rẻ nữa chứ . cực_kỳ hài_lòng
shop giao hàng nhanh đóng gói cẩn thận shipper thân thiện đã mua của shop rất nhiều lần và rất ưng ý giấy dùng ra tốt cho shop 5 sao,shop giao hàng nhanh đóng_gói cẩn_thận shipper thân_thiện đã mua của shop rất nhiều lần và rất ưng_ý giấy dùng ra tốt cho shop 5 sao,5,tích cực,shop giao hàng nhanh đóng_gói cẩn_thận shipper thân_thiện đã mua của shop rất nhiều lần và rất ưng_ý giấy dùng ra tốt cho shop 5 sao,shop giao hàng nhanh đóng_gói cẩn_thận shipper thân_thiện đã mua của shop rất nhiều lần và rất ưng_ý giấy dùng ra tốt cho shop 5 sao
