text,cleaned_text,rating,sentiment_label,tokens_word,tokens_subword,source
Chất vải mỏng mk mặc đc 1 lần đã rách,chất_lượng vải mỏng mình mặc được 1 lần đã rách,1,tiêu cực,chất_lượng vải mỏng mình mặc được 1 lần đã rách,chất_lượng vải mỏng mình mặc được 1 lần đã rách,all_bad_reviews
"Lúc mới mua rất thích, nhưng đem giật có 2 lần là nhăn như có nùi dẻ, quá tệ","lúc mới mua rất thích , nhưng đem giật có 2 lần là nhăn như có nùi_dẻ , quá tệ",2,tiêu cực,"lúc mới mua rất thích , nhưng đem giật có 2 lần là nhăn như có nùi_dẻ , quá tệ","lúc mới mua rất thích , nhưng đem giật có 2 lần là nhăn như có n@@ ù@@ i_d@@ ẻ , quá tệ",all_bad_reviews
Màu sắc:để 2 ngày lên màu chậm và mờ không như lần trước đã mua,màu_sắc để 2 ngày lên màu chậm và mờ không như lần trước đã mua,3,tiêu cực,màu_sắc để 2 ngày lên màu chậm và mờ không như lần trước đã mua,màu_sắc để 2 ngày lên màu chậm và mờ không như lần trước đã mua,all_bad_reviews
Chất liệu quá kém,chất_lượng liệu quá kém,1,tiêu cực,chất_lượng_liệu quá kém,chất_lượng liệu quá kém,all_bad_reviews
Màu sắc:Xám Chất liệu:nỉ Đúng với mô tả:đẹp như mẫu Sản phẩm chất lượng đẹp giống như mẫu. Mọi người nên mua nhé vì quên chụp ảnh nên mình gửi đại kkkk,màu_sắc xám chất_lượng liệu_nỉ đúng với mô_tả đẹp như mẫu sản_phẩm chất_lượng lượng đẹp giống như mẫu . mọi người nên mua nhé vì quên chụp ảnh nên mình gửi đại không,5,tích cực,màu_sắc xám chất_lượng liệu_nỉ đúng với mô_tả đẹp như mẫu sản_phẩm chất_lượng_lượng đẹp giống như mẫu . mọi người nên mua nhé vì quên chụp ảnh nên mình gửi đại không,màu_sắc xám chất_lượng liệu_@@ nỉ đúng với mô_tả đẹp như mẫu sản_phẩm chất_lượng lượng đẹp giống như mẫu . mọi người nên mua nhé vì quên chụp ảnh nên mình gửi đại không,all_good_reviews
"Hoàn toàn không có bao bóng bên ngoài, làm sách bị móp góc","hoàn_toàn không có bao_bóng bên ngoài , làm sách bị móp góc",1,tiêu cực,"hoàn_toàn không có bao_bóng bên ngoài , làm sách bị móp góc","hoàn_toàn không có bao_@@ bóng bên ngoài , làm sách bị móp góc",all_reviews
mình bị giao nhầm mẫu nt cho sốp thì sốp gửi sticker hốt hoảng😇,mình bị giao nhầm mẫu nt cho sốp thì sốp gửi sticker hốt_hoảng,3,tiêu cực,mình bị giao nhầm mẫu nt cho sốp thì sốp gửi sticker hốt_hoảng,mình bị giao nhầm mẫu nt cho số@@ p thì số@@ p gửi sticker hốt_hoảng,all_bad_reviews
"Màu sắc:đen Chất liệu:nhựa Đúng với mô tả:k Mua về thay cho gọng của mình mà k vừa , cái gọng này k chắc chắn như ở kính mắt lily","màu_sắc đen chất_lượng liệu nhựa đúng với mô_tả không mua về thay cho gọng của mình mà không vừa , cái gọng này không chắc_chắn như ở kính mắt lily",3,trung lập,"màu_sắc đen chất_lượng_liệu nhựa đúng với mô_tả không mua về thay cho gọng của mình mà không vừa , cái gọng này không chắc_chắn như ở kính mắt lily","màu_sắc đen chất_lượng liệu nhựa đúng với mô_tả không mua về thay cho gọng của mình mà không vừa , cái gọng này không chắc_chắn như ở kính mắt l@@ ily",all_bad_reviews
Chất liệu:hơi mỏng Màu sắc:ok Đúng với mô tả:ok Chất lượng khá ok Giao đúng mẫu Giao hàng nhanh Nên mua nha mn,chất_lượng liệu hơi mỏng màu_sắc ok đúng với mô_tả ok chất_lượng lượng khá ok giao đúng mẫu giao hàng nhanh nên mua nha mọi người,5,tích cực,chất_lượng_liệu hơi mỏng màu_sắc ok đúng với mô_tả ok chất_lượng_lượng khá ok giao đúng mẫu giao hàng nhanh nên mua nha mọi người,chất_lượng liệu hơi mỏng màu_sắc ok đúng với mô_tả ok chất_lượng lượng khá ok giao đúng mẫu giao hàng nhanh nên mua nha mọi người,all_good_reviews
Áo xám hơi mỏng áo xanh thì dày ok,áo xám hơi mỏng áo xanh thì dày ok,4,tích cực,áo xám hơi mỏng áo xanh thì dày ok,áo xám hơi mỏng áo xanh thì dày ok,all_good_reviews
hàng giao nhanh nè.tin tưởng nên mua shop quài hà.nói chung là ok nên mới mua lại.với gần ship cũng mau nữa cảm ơn shop rất nhiều,hàng giao nhanh nè . tin_tưởng nên mua shop quài_hà . nói_chung là ok nên mới mua lại . với gần ship cũng mau nữa cảm_ơn shop rất nhiều,5,tích cực,hàng giao nhanh nè . tin_tưởng nên mua shop quài_hà . nói_chung là ok nên mới mua lại . với gần ship cũng mau nữa cảm_ơn_shop rất nhiều,hàng giao nhanh nè . tin_tưởng nên mua shop qu@@ ài_@@ hà . nói_chung là ok nên mới mua lại . với gần ship cũng mau nữa cảm_ơn shop rất nhiều,all_reviews
Chất liệu:vãi hơi mỏng nha Màu sắc:xám Đúng với mô tả:đúng Hơi mỏng nma đẹp nha :3,chất_lượng liệu vãi hơi mỏng_nha màu_sắc xám đúng với mô_tả đúng hơi mỏng nhưng_mà đẹp nha 3,5,tích cực,chất_lượng_liệu vãi hơi mỏng_nha màu_sắc xám đúng với mô_tả đúng hơi mỏng nhưng_mà đẹp nha 3,chất_lượng liệu vãi hơi mỏng_@@ nha màu_sắc xám đúng với mô_tả đúng hơi mỏng nhưng_mà đẹp nha 3,all_good_reviews
"tai nge giá rẻ nge chống điếc thôi ae, ko chạm vào dc chỉ đút tai nge thôi","tai nge giá rẻ nge chống điếc thôi ae , không chạm vào được chỉ đút tai_nge thôi",3,tích cực,"tai nge giá rẻ nge chống điếc thôi ae , không chạm vào được chỉ đút tai_nge thôi","tai nge giá rẻ nge chống điếc thôi ae , không chạm vào được chỉ đút tai_@@ nge thôi",all_bad_reviews
"Độ dày:￼Ốp Lưng iPhone TPU Bảo vệ:￼Ốp Chất liệu:￼Ốp Lưng iPhone ￼Ốp Lưng iPhone TPU Silicon Mềm 4 Góc Cao Cấp, Chống Sốc, Bảo Vệ Camera - iP 6/7/8/Plus/X/XS/11/12/13/14/15/16/17/Pro/Max","độ dày ốp lưng iphone_tpu bảo_vệ ốp chất_lượng liệu ốp lưng iphone ốp lưng iphone tpu silicon mềm 4 góc cao_cấp , chống sốc , bảo_vệ camera ip 6 7 8 plus x xs 11 12 13 14 15 16 17 pro max",3,trung lập,"độ dày ốp lưng iphone_tpu bảo_vệ ốp chất_lượng_liệu ốp lưng iphone ốp lưng iphone tpu silicon mềm 4 góc cao_cấp , chống sốc , bảo_vệ camera ip 6 7 8 plus x xs 11 12 13 14 15 16 17 pro max","độ dày ốp lưng i@@ ph@@ one@@ _t@@ p@@ u bảo_vệ ốp chất_lượng liệu ốp lưng iphone ốp lưng iphone t@@ p@@ u silicon mềm 4 góc cao_cấp , chống sốc , bảo_vệ camera i@@ p 6 7 8 plus x x@@ s 11 12 13 14 15 16 17 pro max",all_bad_reviews
"Chất lượng sản phẩm:nghe hay , nhg tai nghe này nói chuyện hơi bé Tính năng nổi bật:nghe nhạc siêu hay luôn :3","chất_lượng lượng sản_phẩm nghe hay , nhg_tai nghe này nói_chuyện hơi bé tính_năng nổi_bật nghe nhạc_siêu hay luôn 3",5,tích cực,"chất_lượng lượng sản_phẩm nghe hay , nhg_tai nghe này nói_chuyện hơi bé tính_năng nổi_bật nghe nhạc_siêu hay luôn 3","chất_lượng lượng sản_phẩm nghe hay , nh@@ g@@ _tai nghe này nói_chuyện hơi bé tính_năng nổi_bật nghe nhạ@@ c_s@@ iêu hay luôn 3",all_good_reviews
Đặt 8li mà giao 10li,đặt 8 li mà giao 10 li,1,tiêu cực,đặt 8 li mà giao 10 li,đặt 8 li mà giao 10 li,all_bad_reviews
"Vải thoải mái và thoáng khí., Vừa vặn và đúng kích cỡ.,","vải thoải_mái và thoáng_khí . , vừa vặn và đúng kích_cỡ . ,",5,tích cực,"vải thoải_mái và thoáng_khí . , vừa vặn và đúng kích_cỡ . ,","vải thoải_mái và thoáng_khí . , vừa vặn và đúng kích_cỡ . ,",all_reviews
"Màu sắc:trắng Chất liệu:vải cotton mình mua 3 lần rồi thấy đẹp nên mua lại, vải mặt cũng thoáng mát, phù hợp với giá tiền , co giản tốt nha","màu_sắc trắng chất_lượng liệu vải cotton mình mua 3 lần rồi thấy đẹp nên mua lại , vải mặt cũng thoáng mát , phù_hợp với giá tiền , co_giản tốt nha",5,tích cực,"màu_sắc trắng chất_lượng_liệu vải cotton mình mua 3 lần rồi thấy đẹp nên mua lại , vải mặt cũng thoáng mát , phù_hợp với giá tiền , co_giản tốt nha","màu_sắc trắng chất_lượng liệu vải cotton mình mua 3 lần rồi thấy đẹp nên mua lại , vải mặt cũng thoáng mát , phù_hợp với giá tiền , co_@@ giản tốt nha",all_good_reviews
Chất liệu:vai Màu sắc:da Mở ra thì bị rách như này :))) hỏng cả 1 cái quần,chất_lượng liệu vai màu_sắc da mở ra thì bị rách như này hỏng cả 1 cái quần,3,tiêu cực,chất_lượng_liệu vai màu_sắc_da mở ra thì bị rách như này hỏng cả 1 cái quần,chất_lượng liệu vai màu_sắc da mở ra thì bị rách như này hỏng cả 1 cái quần,all_bad_reviews
Nhận cái áo khui ra kiến k lun,nhận cái áo khui ra kiến không luôn,3,trung lập,nhận cái áo khui ra kiến không luôn,nhận cái áo khui ra kiến không luôn,all_bad_reviews
hàng đẹp.. oki,hàng đẹp . oki,5,tích cực,hàng đẹp . oki,hàng đẹp . o@@ ki,all_reviews
Sai mẫu đặt r,sai mẫu đặt rồi,5,tiêu cực,sai mẫu đặt rồi,sai mẫu đặt rồi,all_reviews
"Đa năng và dễ tạo kiểu, Đa năng và dễ tạo kiểu, Đa năng và dễ tạo kiểu,","đa_năng và dễ tạo kiểu , đa_năng và dễ tạo kiểu , đa_năng và dễ tạo kiểu ,",5,tích cực,"đa_năng và dễ tạo kiểu , đa_năng và dễ tạo kiểu , đa_năng và dễ tạo kiểu ,","đa_năng và dễ tạo kiểu , đa_năng và dễ tạo kiểu , đa_năng và dễ tạo kiểu ,",all_reviews
"Âm thanh:bjj Giảm tiếng ồn:hjj Độ bền:vhj Hàng đẹp lắm shop ơi, đã mua rất nhiều lần rồi Shop vui vẻ nhiệt tình Shop hàng nhanh, shipper cực kỳ thân thiện","âm_thanh bjj giảm tiếng ồn hjj_độ bền_vhj hàng đẹp lắm shop ơi , đã mua rất nhiều lần rồi shop vui_vẻ nhiệt_tình shop hàng nhanh , shipper cực_kỳ thân_thiện",5,tích cực,"âm_thanh bjj giảm tiếng ồn_hjj_độ bền_vhj hàng đẹp lắm shop ơi , đã mua rất nhiều lần rồi shop vui_vẻ nhiệt_tình shop hàng nhanh , shipper cực_kỳ thân_thiện","âm_thanh b@@ j@@ j giảm tiếng ồn h@@ j@@ j_@@ độ bền_@@ v@@ h@@ j hàng đẹp lắm shop ơi , đã mua rất nhiều lần rồi shop vui_vẻ nhiệt_tình shop hàng nhanh , shipper cực_kỳ thân_thiện",all_good_reviews
"Kính đeo vao🕶 thấy rất cong,lệch rất kh hài lòng,ngoài ra cx kh chắc chắn màu nâu cx kh rõ mà giống xanh xám hơn, tuy nhiên tổng thể khá tốt","kính đeo vao thấy rất cong , lệch rất không hài_lòng , ngoài_ra cũng không chắc_chắn màu nâu cũng không rõ mà giống xanh xám hơn , tuy_nhiên tổng_thể khá tốt",2,tiêu cực,"kính đeo vao thấy rất cong , lệch rất không hài_lòng , ngoài_ra cũng không chắc_chắn màu nâu cũng không rõ mà giống xanh xám hơn , tuy_nhiên tổng_thể khá tốt","kính đeo v@@ ao thấy rất cong , lệch rất không hài_lòng , ngoài_ra cũng không chắc_chắn màu nâu cũng không rõ mà giống xanh xám hơn , tuy_nhiên tổng_thể khá tốt",all_bad_reviews
"Sản phẩm này thật sự vượt mong đợi. Thiết kế đẹp mắt, chất lượng tốt, dễ sử dụng và bền bỉ theo thời gian. Giá cả hợp lý so với chất lượng nhận được. Giao hàng nhanh chóng, đóng gói cẩn thận. Tôi đặc biệt ấn tượng với hiệu suất hoạt động ổn định và tính năng thông minh của sản phẩm. Dịch vụ chăm sóc khách hàng cũng rất tận tình, phản hồi nhanh chóng và giải quyết vấn đề hiệu quả. Sau thời gian sử dụng, tôi hoàn toàn hài lòng và chắc chắn sẽ tiếp tục ủng hộ trong tương lai. Rất đáng để mua!","sản_phẩm này thật_sự vượt mong_đợi . thiết_kế đẹp_mắt , chất_lượng lượng tốt , dễ sử_dụng và bền_bỉ theo thời_gian . giá_cả hợp_lý so với chất_lượng lượng nhận được . giao hàng nhanh_chóng , đóng_gói cẩn_thận . tôi đặc_biệt ấn_tượng với hiệu_suất hoạt_động ổn_định và tính_năng thông_minh của sản_phẩm . dịch_vụ chăm_sóc khách_hàng cũng rất tận_tình , phản_hồi nhanh_chóng và giải_quyết vấn_đề hiệu_quả . sau thời_gian sử_dụng , tôi hoàn_toàn hài_lòng và chắc_chắn sẽ tiếp_tục ủng_hộ trong tương_lai . rất đáng để mua !",5,tích cực,"sản_phẩm này thật_sự vượt mong_đợi . thiết_kế đẹp_mắt , chất_lượng_lượng tốt , dễ sử_dụng và bền_bỉ theo thời_gian . giá_cả hợp_lý so với chất_lượng_lượng nhận được . giao hàng nhanh_chóng , đóng_gói cẩn_thận . tôi đặc_biệt ấn_tượng với hiệu_suất hoạt_động ổn_định và tính_năng_thông_minh của sản_phẩm . dịch_vụ chăm_sóc_khách_hàng cũng rất tận_tình , phản_hồi nhanh_chóng và giải_quyết vấn_đề hiệu_quả . sau thời_gian sử_dụng , tôi hoàn_toàn hài_lòng và chắc_chắn sẽ tiếp_tục ủng_hộ trong tương_lai . rất đáng để mua !","sản_phẩm này thật_sự vượt mong_đợi . thiết_kế đẹp_mắt , chất_lượng lượng tốt , dễ sử_dụng và bền_bỉ theo thời_gian . giá_cả hợp_lý so với chất_lượng lượng nhận được . giao hàng nhanh_chóng , đóng_gói cẩn_thận . tôi đặc_biệt ấn_tượng với hiệu_suất hoạt_động ổn_định và tính_năng thông_minh của sản_phẩm . dịch_vụ chăm_sóc khách_hàng cũng rất tận_tình , phản_hồi nhanh_chóng và giải_quyết vấn_đề hiệu_quả . sau thời_gian sử_dụng , tôi hoàn_toàn hài_lòng và chắc_chắn sẽ tiếp_tục ủng_hộ trong tương_lai . rất đáng để mua !",all_good_reviews
"Tai nghe giống như mô tả. Âm thanh thiên về tiếng bass. Tiếng bass lớn nhưng ko gọn, tiếng treble bình thường. Giá rẻ thì ko đòi hỏi hơn đc. Nếu khéo chỉnh EQ thì nghe tạm chống cháy đc.","tai nghe giống như mô_tả . âm_thanh thiên về tiếng bass . tiếng bass lớn nhưng không gọn , tiếng treble bình_thường . giá rẻ thì không đòi_hỏi hơn được . nếu khéo chỉnh_eq thì nghe tạm chống cháy được .",5,tích cực,"tai nghe giống như mô_tả . âm_thanh_thiên về tiếng bass . tiếng bass lớn nhưng không gọn , tiếng treble bình_thường . giá rẻ thì không đòi_hỏi hơn được . nếu khéo chỉnh_eq thì nghe tạm chống cháy được .","tai nghe giống như mô_tả . âm_thanh thiên về tiếng bass . tiếng bass lớn nhưng không gọn , tiếng tr@@ eb@@ le bình_thường . giá rẻ thì không đòi_hỏi hơn được . nếu khéo chỉnh_@@ e@@ q thì nghe tạm chống cháy được .",all_good_reviews
"🔥 K-DAY IN K-TOWN ""CHAO ĐẢO"" TRƯỚC SỰ GÓP MẶT CỦA HÀNG CHỤC NGHÌN NGƯỜI ❤️ Từ 14h chiều nay (25.11.2023), Lễ hội Hàn Quốc “K-day in K-Town” đã thu hút sự tham gia đông đảo của cư dân Ocean City & khách tham quan. Ai cũng háo hức, ngập tràn niềm vui khi cảm nhận sức sống mới mãnh liệt đang lan tỏa khắp ""Quận Kinh Đô"" Vinhomes Ocean Park 2. Bạn còn chần chừ gì mà không đến ngay Vinhomes Ocean Park 2 và hòa chung vào bầu không khí sôi động của “K-day in K-Town” 😍 📅 Thời gian: 14:00 - 20:00 ngày 25.11.2023 📍 Địa điểm: Quảng trường K-Town - Vinhomes Ocean Park 2 #VinhomesOceanPark2 #QuanKinhDo #OceanCity #KdayKtown","không day in không town chao_đảo trước sự góp_mặt của hàng chục nghìn người yêu_thích từ 14 h chiều nay 25.11.2023 , lễ_hội hàn_quốc không day in không town đã thu_hút sự tham_gia đông_đảo của cư_dân ocean city khách tham_quan . ai cũng háo_hức , ngập_tràn niềm vui khi cảm_nhận sức_sống mới mãnh_liệt đang lan_tỏa khắp quận kinh_đô vinhomes ocean park 2 . bạn còn chần_chừ gì mà không đến ngay vinhomes ocean park 2 và hòa chung vào bầu_không_khí sôi_động của không day in không town tuyệt_vời thời_gian 14 00 20 00 ngày 25.11.2023 địa_điểm quảng_trường không town vinhomes ocean park 2 vinhomesoceanpark2 quankinhdo oceancity kdayktown",5,tích cực,"không day in không town chao_đảo trước sự góp_mặt của hàng chục nghìn người yêu_thích từ 14 h chiều nay 25.11.2023 , lễ_hội hàn_quốc không day in không town đã thu_hút sự tham_gia_đông_đảo của cư_dân ocean city khách tham_quan . ai cũng háo_hức , ngập_tràn niềm vui khi cảm_nhận sức_sống mới mãnh_liệt đang lan_tỏa khắp quận kinh_đô vinhomes ocean park 2 . bạn còn chần_chừ gì mà không đến ngay vinhomes ocean park 2 và hòa chung vào bầu_không_khí sôi_động của không day in không town tuyệt_vời thời_gian 14 00 20 00 ngày 25.11.2023 địa_điểm quảng_trường không town vinhomes ocean park 2 vinhomesoceanpark2 quankinhdo oceancity kdayktown","không day in không town chao_đảo trước sự góp_mặt của hàng chục nghìn người yê@@ u_th@@ ích từ 14 h chiều nay 25.@@ 11.@@ 2023 , lễ_hội hàn_@@ quốc không day in không town đã thu_hút sự tham_gia đông_đảo của cư_dân o@@ ce@@ an city khách tham_quan . ai cũng háo_hức , ngập_tràn niềm vui khi cảm_nhận sức_sống mới mãnh_liệt đang l@@ an_t@@ ỏ@@ a khắp quận kinh_đô vi@@ nhom@@ es o@@ ce@@ an park 2 . bạn còn chần_chừ gì mà không đến ngay vi@@ nhom@@ es o@@ ce@@ an park 2 và hò@@ a chung vào bầu_không_khí sôi_động của không day in không town tuyệt_vời thời_gian 14 00 20 00 ngày 25.@@ 11.@@ 2023 địa_điểm quảng_trường không town vi@@ nhom@@ es o@@ ce@@ an park 2 vi@@ nhom@@ es@@ o@@ ce@@ an@@ par@@ k@@ 2 quan@@ ki@@ nh@@ do o@@ ce@@ an@@ city k@@ day@@ k@@ town",all_good_reviews
Chất lượng sản phẩm:chất lượng tốt Tính năng nổi bật:Bạc trắng Cảm ơn shop nhìu nhé sẽ ủng hộ típ nhé 😘,chất_lượng lượng sản_phẩm chất_lượng lượng tốt tính_năng nổi_bật bạc trắng cảm_ơn shop nhìu nhé sẽ ủng_hộ típ nhé yêu_thích,5,tích cực,chất_lượng lượng sản_phẩm chất_lượng_lượng tốt tính_năng nổi_bật bạc trắng cảm_ơn shop nhìu nhé sẽ ủng_hộ típ nhé yêu_thích,chất_lượng lượng sản_phẩm chất_lượng lượng tốt tính_năng nổi_bật bạc trắng cảm_ơn shop nh@@ ìu nhé sẽ ủng_hộ típ nhé yê@@ u_th@@ ích,all_good_reviews
"Chất áo siêu xịn luôn ấy, không hề mỏng đâu. Giao hàng nhanh, mình m68 nặng 50kg mặc sizeL thấy hơi rộng, bạn nào cỡ mình thì mua M là vừa luôn. Video mang tính chất nhận xu","chất_lượng áo siêu_xịn luôn ấy , không hề mỏng đâu . giao hàng nhanh , mình m68 nặng 50 kg mặc sizel thấy hơi rộng , bạn nào cỡ mình thì mua mình là vừa luôn . video mang tính_chất_lượng nhận xu",5,tích cực,"chất_lượng áo siêu_xịn luôn ấy , không hề mỏng đâu . giao hàng nhanh , mình m68 nặng 50 kg mặc sizel thấy hơi rộng , bạn nào cỡ mình thì mua mình là vừa luôn . video mang tính_chất_lượng nhận xu","chất_lượng áo siêu_@@ xịn luôn ấy , không hề mỏng đâu . giao hàng nhanh , mình m@@ 68 nặng 50 kg mặc si@@ zel thấy hơi rộng , bạn nào cỡ mình thì mua mình là vừa luôn . video mang tính_@@ chất_lượng nhận xu",all_good_reviews
Chán,chán,1,tiêu cực,chán,chán,all_bad_reviews
Áo có mùi ở nách giống như áo cũ đã mặc nhiều lần .Tiêu đề hóa đơn: *** Inc.,áo có mùi ở nách giống như áo cũ đã mặc nhiều lần . tiêu_đề hóa đơn_inc .,1,tiêu cực,áo có mùi ở nách giống như áo cũ đã mặc nhiều lần . tiêu_đề hóa đơn_inc .,áo có mùi ở nách giống như áo cũ đã mặc nhiều lần . tiêu_đề h@@ ó@@ a đơn_@@ in@@ c .,all_bad_reviews
Mình đặt x/xs mà shop gửi xr xong ốp còn biến dạng nx ạ,mình đặt x xs mà shop gửi xr xong ốp còn biến_dạng nữa ạ,1,tiêu cực,mình đặt x xs mà shop gửi xr xong ốp còn biến_dạng nữa ạ,mình đặt x x@@ s mà shop gửi x@@ r xong ốp còn biến_dạng nữa ạ,all_bad_reviews
Tai nghe bị lỗi nhưng shop hỗ trợ đổi nhiệt tình. Thích dịch vụ bên shop.,tai nghe bị lỗi nhưng shop hỗ_trợ đổi nhiệt_tình . thích dịch_vụ bên shop .,5,tích cực,tai nghe bị lỗi nhưng shop hỗ_trợ đổi nhiệt_tình . thích dịch_vụ bên shop .,tai nghe bị lỗi nhưng shop hỗ_trợ đổi nhiệt_tình . thích dịch_vụ bên shop .,all_good_reviews
"50k quá đẹp,loa nghe êm","50 k quá đẹp , loa nghe êm",4,tích cực,"50 k quá đẹp , loa nghe êm","50 k quá đẹp , loa nghe êm",all_good_reviews
giấy mịn dai thâms hút tốt.bịch giấy rất nhiều.shop đóng gói kỹ.gới hàng nhanh.dã mua nhiều lần rồi,giấy mịn dai_thâms hút tốt . bịch giấy rất nhiều . shop đóng_gói kỹ . gới hàng nhanh . dã mua nhiều lần rồi,5,tích cực,giấy mịn dai_thâms hút tốt . bịch giấy rất nhiều . shop đóng_gói kỹ . gới hàng nhanh . dã mua nhiều lần rồi,giấy mịn da@@ i_th@@ â@@ ms hút tốt . bịch giấy rất nhiều . shop đóng_gói kỹ . g@@ ới hàng nhanh . dã mua nhiều lần rồi,all_reviews
Ok nha màu sắc đẹp mắt. Gọn nhẹ. Giao đúng hẹn giảm tiếng ồn tốt rất dễ thương,ok nha màu_sắc đẹp_mắt . gọn_nhẹ . giao đúng hẹn giảm tiếng ồn_tốt rất dễ_thương,5,tích cực,ok nha màu_sắc đẹp_mắt . gọn_nhẹ . giao đúng hẹn giảm tiếng ồn_tốt rất dễ_thương,ok nha màu_sắc đẹp_mắt . gọn_nhẹ . giao đúng hẹn giảm tiếng ồ@@ n_t@@ ốt rất dễ_thương,all_good_reviews
"lần đầu sử dụng nhờ xem review trên mạng, rất bất ngờ là hết gàu sau 2 lần gội. sau đó ko sử dụng nữa thì cũng ko thấy bị gàu lại","lần đầu sử_dụng nhờ xem review trên mạng , rất bất_ngờ là hết gàu sau 2 lần gội . sau đó không sử_dụng nữa thì cũng không thấy bị gàu lại",5,tích cực,"lần đầu sử_dụng nhờ xem review trên mạng , rất bất_ngờ là hết gàu sau 2 lần gội . sau đó không sử_dụng nữa thì cũng không thấy bị gàu lại","lần đầu sử_dụng nhờ xem review trên mạng , rất bất_ngờ là hết gàu sau 2 lần gội . sau đó không sử_dụng nữa thì cũng không thấy bị gàu lại",all_reviews
Tốt tốt,tốt tốt,5,tích cực,tốt tốt,tốt tốt,all_reviews
Khăn đấy chất lượng cao mềm mỏng êm ái chân da hoàn hảo cho việc sử dụng hằng ngày mua siêu giá tốt nha,khăn đấy chất_lượng lượng cao mềm_mỏng êm_ái chân da hoàn_hảo cho việc sử_dụng hằng ngày mua siêu_giá tốt nha,5,tích cực,khăn đấy chất_lượng_lượng cao mềm_mỏng êm_ái chân da_hoàn_hảo cho việc sử_dụng hằng ngày mua siêu_giá tốt nha,khăn đấy chất_lượng lượng cao mềm_mỏng êm_ái chân da hoàn_hảo cho việc sử_dụng hằng ngày mua siêu_@@ giá tốt nha,all_reviews
mình đặt ốp lưng .shop gởi 4 miếng giấy chút xíu chi vậy,mình đặt ốp lưng . shop gởi 4 miếng giấy chút_xíu chi vậy,1,tiêu cực,mình đặt ốp lưng . shop gởi 4 miếng giấy chút_xíu chi vậy,mình đặt ốp lưng . shop gởi 4 miếng giấy chút_xíu chi vậy,all_bad_reviews
"Hạn SD dài, giao hàng nhanh, nhân viên giao hàng thân thiện.","hạn sd dài , giao hàng nhanh , nhân_viên giao hàng thân_thiện .",5,tích cực,"hạn sd dài , giao hàng nhanh , nhân_viên giao hàng thân_thiện .","hạn s@@ d dài , giao hàng nhanh , nhân_viên giao hàng thân_thiện .",all_reviews
Soạn hàng giao hàng nhanh. Đã mua ở đây rồi chất lượng ok nên bây giờ mua lại. Tuy nhiên tất bị xướt ngay từ lúc vừa mở ra. Tưởng chỉ bị 1 đôi mà bị tới 3 đôi liền,soạn hàng giao hàng nhanh . đã mua ở đây rồi chất_lượng lượng ok nên bây_giờ mua lại . tuy_nhiên tất bị xướt ngay từ lúc vừa mở ra . tưởng chỉ bị 1 đôi mà bị tới 3 đôi liền,3,tích cực,soạn hàng giao hàng nhanh . đã mua ở đây rồi chất_lượng_lượng ok nên bây_giờ mua lại . tuy_nhiên tất bị xướt ngay từ lúc vừa mở ra . tưởng chỉ bị 1 đôi mà bị tới 3 đôi liền,soạn hàng giao hàng nhanh . đã mua ở đây rồi chất_lượng lượng ok nên bây_giờ mua lại . tuy_nhiên tất bị x@@ ướt ngay từ lúc vừa mở ra . tưởng chỉ bị 1 đôi mà bị tới 3 đôi liền,all_bad_reviews
Tai nghe chưa dc 1 tháng dùng đã hư nhắn cho shop thì ko trả lời ko hiểu???,tai nghe chưa được 1 tháng dùng đã hư_nhắn cho shop thì không trả_lời không hiểu ?,1,tiêu cực,tai nghe chưa được 1 tháng dùng đã hư_nhắn cho shop thì không trả_lời không hiểu ?,tai nghe chưa được 1 tháng dùng đã hư@@ _nh@@ ắn cho shop thì không trả_lời không hiểu ?,all_bad_reviews
Tính năng nổi bật:nghe đc hết Chất lượng sản phẩm:xịn Ok,tính_năng nổi_bật nghe được hết chất_lượng lượng sản_phẩm xịn ok,5,tích cực,tính_năng nổi_bật nghe được hết chất_lượng lượng sản_phẩm xịn ok,tính_năng nổi_bật nghe được hết chất_lượng lượng sản_phẩm xịn ok,all_good_reviews
Giao nhầm 1 hình xăm lộn với hình khác,giao nhầm 1 hình xăm_lộn với hình khác,2,tiêu cực,giao nhầm 1 hình_xăm_lộn với hình khác,giao nhầm 1 hình x@@ ăm_@@ lộn với hình khác,all_bad_reviews
NSX gần giao cực nhanh. Giá rẻ hơn concung hay shop trẻ em khác trên thị trường,nsx gần giao cực nhanh . giá rẻ hơn concung hay shop trẻ_em khác trên thị_trường,5,tích cực,nsx gần giao cực nhanh . giá rẻ hơn concung hay shop trẻ_em khác trên thị_trường,ns@@ x gần giao cực nhanh . giá rẻ hơn con@@ cung hay shop trẻ_em khác trên thị_trường,all_reviews
Chất liệu:Ok Màu sắc:Ok Đúng với mô tả:Ok,chất_lượng liệu ok màu_sắc ok đúng với mô_tả ok,3,tích cực,chất_lượng_liệu ok màu_sắc ok đúng với mô_tả ok,chất_lượng liệu ok màu_sắc ok đúng với mô_tả ok,all_bad_reviews
